#Name	Accession	Description	Length	Related
Phage_lysozyme2	PF18013.4	Phage tail lysozyme	142	No
Tail_P2_I	PF09684.13	Phage tail protein (Tail_P2_I)	136	No
GP52	PF17468.5	Phage gene product 52	61	No
Mal_decarbox_Al	PF16957.8	"Malonate decarboxylase, alpha subunit, transporter"	548	No
MAM	PF00629.26	"MAM domain, meprin/A5/mu"	161	No
MAM1	PF10434.12	Monopolin complex protein MAM1	268	No
MAM33	PF02330.19	Mitochondrial glycoprotein	212	No
Phage_connect_1	PF05135.16	Phage gp6-like head-tail connector protein	98	No
Man-6-P_recep	PF02157.18	Mannose-6-phosphate receptor	254	No
Phage_H_T_join	PF05521.14	Phage head-tail joining protein	96	No
Mannitol_dh	PF01232.26	Mannitol dehydrogenase Rossmann domain	151	No
Mannitol_dh_C	PF08125.16	Mannitol dehydrogenase C-terminal domain	246	No
MannoseP_isomer	PF01050.21	Mannose-6-phosphate isomerase	151	No
Phage_holin_3_1	PF05106.15	Phage holin family (Lysis protein S)	99	No
Mannosyl_trans	PF05007.16	Mannosyltransferase (PIG-M)	259	No
Mannosyl_trans2	PF04188.16	Mannosyltransferase (PIG-V)	443	No
Mannosyl_trans3	PF11051.11	Mannosyltransferase putative	273	No
Mannosyl_trans4	PF15971.8	DolP-mannose mannosyltransferase	163	No
Phage_sheath_1C	PF17482.5	Phage tail sheath C-terminal domain	104	No
Phage_sheath_1N	PF17481.5	Phage tail sheath protein beta-sandwich domain	106	No
Phage_holin_3_2	PF04550.15	Phage holin family 2	86	No
DUF2001	PF09393.13	Phage tail tube protein	139	No
Phage_holin_5_2	PF16079.8	"Phage holin family Hol44, in holin superfamily V"	66	No
MAP2_projctn	PF08377.13	MAP2/Tau projection domain	1134	No
MAP3K_TRAF_bd	PF13281.9	MAP3K TRAFs-binding domain	369	No
MAP65_ASE1	PF03999.15	Microtubule associated protein (MAP65/ASE1 family)	477	No
MAP7	PF05672.14	MAP7 (E-MAP-115) family	157	No
MAP70	PF07058.14	Microtubule-associated protein 70	554	No
Phage_tail_2	PF06199.14	Phage tail tube protein	135	No
Tail_tube	PF10618.12	Phage tail tube protein	117	No
Phage_holin_2_2	PF10746.12	"Phage holin T7 family, holin superfamily II"	60	No
Phage_TTP_13	PF16463.8	Phage tail tube protein family	137	No
DUF3701	PF12482.11	Phage integrase protein	93	No
MarC	PF01914.20	MarC family integral membrane protein	203	No
MARCKS	PF02063.20	MARCKS family	289	No
Phage_int_SAM_5	PF13102.9	Phage integrase SAM-like domain	99	No
Marek_SORF3	PF07153.14	Marek's disease-like virus SORF3 protein	253	No
MARF1_LOTUS	PF19687.2	MARF1 LOTUS domain	210	No
Phage_int_SAM_2	PF12834.10	"Phage integrase, N-terminal"	91	No
Phage_int_SAM_1	PF02899.20	"Phage integrase, N-terminal SAM-like domain"	83	No
Phage_int_SAM_3	PF14659.9	"Phage integrase, N-terminal SAM-like domain"	58	No
Phage_TTP_11	PF16460.8	"Phage tail tube, TTP, lambda-like"	137	No
Phage_int_SAM_4	PF13495.9	"Phage integrase, N-terminal SAM-like domain"	85	No
DUF3751	PF12571.11	Phage tail-collar fibre protein	150	No
MASE1	PF05231.17	MASE1	300	No
Trans_coact	PF16805.8	Phage late-transcription coactivator	69	No
MASE3	PF17159.7	Membrane-associated sensor domain	226	No
MASE4	PF17158.7	"Membrane-associated sensor, integral membrane domain"	239	No
MASE5	PF17178.7	Membrane-associated sensor	192	No
Phage_coatGP8	PF19199.3	"Phage major coat protein, Gp8"	69	No
Phage_NinH	PF06322.14	Phage NinH protein	60	No
MAT1	PF06391.16	CDK-activating kinase assembly factor MAT1	204	No
Phage_tail_S	PF05069.16	Phage virion morphogenesis family	148	No
Mat89Bb	PF10221.12	Cell cycle and development regulator Mat89Bb	691	No
MATalpha_HMGbox	PF04769.15	Mating-type protein MAT alpha 1 HMG-box	194	No
MatB	PF16449.8	Fimbrillin MatB	168	No
Phage_TAC_5	PF08890.14	"Phage XkdN-like tail assembly chaperone protein, TAC"	136	No
MatE	PF01554.21	MatE	161	No
PBECR1	PF18809.4	phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease1	108	No
Mating_C	PF12737.10	C-terminal domain of homeodomain 1	414	No
Phage_ORF5	PF20577.1	Phage ORF5 protein	75	No
MatK_N	PF01824.21	MatK/TrnK amino terminal region	331	No
Phage_P2_GpE	PF06528.15	Phage P2 GpE	37	No
DUF3653	PF12375.11	Phage protein	66	No
Phage_gp49_66	PF13876.9	Phage protein (N4 Gp49/phage Sf6 gene 66) family	83	No
Matrix	PF00661.24	Viral matrix protein	340	No
MauE	PF07291.14	Methylamine utilisation protein MauE	185	No
MauJ	PF17419.5	Methylamine utilization protein MauJ	282	No
Phage_C	PF12025.11	Phage protein C	68	No
Gp138_N	PF18352.4	Phage protein Gp138 N-terminal domain	98	No
Phage_pRha	PF09669.13	Phage regulatory protein Rha (Phage_pRha)	90	No
DUF1799	PF08809.14	Phage related hypothetical protein (DUF1799)	80	No
MazG_C	PF18722.4	MazG C-terminal domain	190	No
MBA1	PF07961.14	MBA1-like protein	235	No
DUF3693	PF12472.11	Phage related protein	60	No
PspB	PF06667.15	Phage shock protein B	73	No
Phageshock_PspG	PF09583.13	Phage shock protein G (Phageshock_PspG)	64	No
Phageshock_PspD	PF09584.13	Phage shock protein PspD (Phageshock_PspD)	61	No
gp12-short_mid	PF09089.13	"Phage short tail fibre protein gp12, middle domain"	81	No
Mbeg1-like	PF11187.11	Mbeg1-like	224	No
Phage_spike	PF18715.4	Phage spike trimer	53	No
Phage_spike_2	PF18781.4	Phage spike trimer	78	No
PBECR2	PF18810.4	phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease2	120	No
Phage_TAC_10	PF10963.11	Phage tail assembly chaperone	82	No
Phage_tail_APC	PF16778.8	Phage tail assembly chaperone protein	60	No
Phage_TAC_6	PF09550.13	"Phage tail assembly chaperone protein, TAC"	58	No
Phage_TAC_7	PF10109.12	"Phage tail assembly chaperone proteins, E, or 41 or 14"	83	No
MbnP	PF20243.1	MbnP	195	No
MBOAT	PF03062.22	"MBOAT, membrane-bound O-acyltransferase family"	348	No
Phage_TAC_13	PF16459.8	"Phage tail assembly chaperone, TAC"	97	No
MBR1	PF17058.8	Mitochondrial biogenesis regulation protein 1	230	No
Collar	PF07484.15	Phage Tail Collar Domain	57	No
GP57	PF17594.5	Phage Tail fiber assembly helper gene product 57	75	No
Phage_fiber	PF03335.16	Phage tail fibre repeat	14	No
PBECR3	PF18812.4	phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease3	115	No
MC3	PF20131.2	ABC-three component (ABC-3C) system Middle Component 3	159	No
DotA	PF11388.11	Phagosome trafficking protein DotA	105	No
MC5	PF20291.1	ABC-three component (ABC-3C) system Middle Component 5	167	No
Phage_fiber_2	PF03406.16	Phage tail fibre repeat	42	No
Phage_tail_X	PF05489.15	Phage Tail Protein X	60	No
PTR	PF12789.10	Phage tail repeat like	60	No
Phasin_2	PF09361.13	Phasin protein	100	No
Phage_tube_C	PF20608.1	Phage tail tube protein C-terminal domain	82	No
MCCA_BT	PF19331.2	Methylcrotonoyl-CoA carboxylase subunit alpha BT domain	165	No
Phage_TAC_11	PF11836.11	"Phage tail tube protein, GTA-gp10"	98	No
PHAT	PF09246.13	PHAT	110	No
MCD	PF05292.14	Malonyl-CoA decarboxylase C-terminal domain	259	No
Phage_terminase	PF10668.12	Phage terminase small subunit	67	No
Mce4_CUP1	PF11887.11	"Cholesterol uptake porter CUP1 of Mce4, putative"	221	No
MCH	PF02289.19	Cyclohydrolase (MCH)	311	No
Terminase_4	PF05119.15	"Phage terminase, small subunit"	98	No
Mcl1_mid	PF12341.11	"Minichromosome loss protein, Mcl1, middle region"	296	No
MCLC	PF05934.14	Mid-1-related chloride channel (MCLC)	549	No
MCM	PF00493.26	MCM P-loop domain	224	No
Mcm10	PF09332.14	Mcm10 replication factor	349	No
MCM2_N	PF12619.11	Mini-chromosome maintenance protein 2	153	No
MCM3AP_GANP	PF16769.8	MCM3AP domain of GANP	717	No
PHD_Oberon	PF07227.14	PHD - plant homeodomain finger protein	130	No
MCM_bind	PF09739.12	Mini-chromosome maintenance replisome factor	582	No
Phage_XkdX	PF09693.13	Phage uncharacterised protein (Phage_XkdX)	40	No
zf-HC5HC2H_2	PF13832.9	PHD-zinc-finger like domain	109	No
DUF3707	PF12499.11	Pherophorin	143	No
PHF5	PF03660.17	PHF5-like protein	104	No
Phi-29_GP4	PF05464.14	Phi-29-like late genes activator (early protein GP4)	125	No
PP2	PF14299.9	Phloem protein 2	146	No
PSDC	PF12588.11	Phophatidylserine decarboxylase	140	No
MCPsignal	PF00015.24	Methyl-accepting chemotaxis protein (MCP) signalling domain	172	No
MCPVI	PF02993.17	Minor capsid protein VI	225	No
Phage_X	PF05155.18	Phage X family	88	No
MCRA	PF06100.14	MCRA family	495	No
McrBC	PF10117.12	McrBC 5-methylcytosine restriction system component	317	No
MCRS_N	PF13325.9	N-terminal region of micro-spherule protein	199	No
PsiE	PF06146.15	Phosphate-starvation-inducible E family	120	No
MCR_alpha_N	PF02745.18	"Methyl-coenzyme M reductase alpha subunit, N-terminal domain"	269	No
MCR_beta	PF02241.21	"Methyl-coenzyme M reductase beta subunit, C-terminal domain"	249	No
MCR_beta_N	PF02783.18	"Methyl-coenzyme M reductase beta subunit, N-terminal domain"	182	No
MCR_C	PF04609.15	Methyl-coenzyme M reductase operon protein C	271	No
PBP	PF01161.23	Phosphatidylethanolamine-binding protein	132	No
MCR_gamma	PF02240.19	Methyl-coenzyme M reductase gamma subunit	246	No
MctB	PF11382.11	"Copper transport outer membrane protein, MctB"	305	No
MCU	PF04678.16	Mitochondrial calcium uniporter	177	No
PAGK	PF15284.9	Phage-encoded virulence factor	64	No
MC_hydratase	PF19315.2	Mesaconyl-CoA hydratase	353	No
MdcE	PF06833.14	Malonate decarboxylase gamma subunit (MdcE)	232	No
MdcG	PF10620.12	Phosphoribosyl-dephospho-CoA transferase MdcG	199	No
MDD_C	PF18376.4	Mevalonate 5-diphosphate decarboxylase C-terminal domain	187	No
MDFI	PF15316.9	MyoD family inhibitor	171	No
PBSX_XtrA	PF17356.5	Phage-like element PBSX protein XtrA	64	No
MDM1	PF15501.9	Nuclear protein MDM1	562	No
MDM10	PF12519.11	Mitochondrial distribution and morphology protein 10	464	No
MDM31_MDM32	PF08118.14	Yeast mitochondrial distribution and morphology (MDM) proteins	525	No
PHB_acc	PF05233.16	PHB accumulation regulatory domain	40	No
PgpA	PF04608.16	Phosphatidylglycerophosphatase A	135	No
MdoG	PF04349.15	"Periplasmic glucan biosynthesis protein, MdoG"	476	No
PHB_acc_N	PF07879.14	PHB/PHA accumulation regulator DNA-binding domain	61	No
Me-amine-dh_H	PF06433.14	Methylamine dehydrogenase heavy chain (MADH)	343	No
PI-PLC-X	PF00388.22	"Phosphatidylinositol-specific phospholipase C, X domain"	145	No
PI-PLC-Y	PF00387.22	"Phosphatidylinositol-specific phospholipase C, Y domain"	115	No
MeaB	PF03308.19	Methylmalonyl Co-A mutase-associated GTPase MeaB	267	No
MecA	PF05389.15	Negative regulator of genetic competence (MecA)	227	No
PDE4_UCR	PF18100.4	Phosphodiesterase 4 upstream conserved regions (UCR)	119	No
Meckelin	PF09773.12	Meckelin (Transmembrane protein 67)	826	No
Med1	PF10744.12	Mediator of RNA polymerase II transcription subunit 1	414	No
PTS_EIIA_1	PF00358.23	"phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1"	127	No
PTS_EIIA_2	PF00359.25	"Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2"	144	No
PHD_3	PF13922.9	"PHD domain of transcriptional enhancer, Asx"	69	No
Med12-LCEWAV	PF12145.11	Eukaryotic Mediator 12 subunit domain	481	No
Med12-PQL	PF12144.11	Eukaryotic Mediator 12 catenin-binding domain	210	No
Med13_C	PF06333.15	Mediator complex subunit 13 C-terminal domain	330	No
Med13_N	PF11597.11	Mediator complex subunit 13 N-terminal	322	No
Med14	PF08638.14	Mediator complex subunit MED14	193	No
Med15	PF09606.13	ARC105 or Med15 subunit of Mediator complex non-fungal	780	No
PMT2_N	PF17987.4	Phosphoethanolamine N-methyltransferase 2 N-terminal	125	No
Med16	PF11635.11	Mediator complex subunit 16	758	No
Med17	PF10156.12	Subunit 17 of Mediator complex	461	No
Med18	PF09637.13	Med18 protein	249	No
Med19	PF10278.12	Mediator of RNA pol II transcription subunit 19	178	No
PGM_PMM_I	PF02878.19	"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I"	138	No
Med20	PF08612.14	TATA-binding related factor (TRF) of subunit 20 of Mediator complex	225	No
PGM_PMM_II	PF02879.19	"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II"	103	No
PGM_PMM_III	PF02880.19	"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III"	114	No
Med23	PF11573.11	Mediator complex subunit 23	1304	No
Med24_N	PF11277.11	Mediator complex subunit 24 N-terminal	998	No
Med25	PF11232.11	Mediator complex subunit 25 PTOV activation and synapsin 2	154	No
PHF12_MRG_bd	PF16737.8	PHD finger protein 12 MRG binding domain	40	No
Med25_SD1	PF11235.11	Mediator complex subunit 25 synapsin 1	157	No
Med25_VWA	PF11265.11	Mediator complex subunit 25 von Willebrand factor type A	213	No
PHD20L1_u1	PF16660.8	PHD finger protein 20-like protein 1	97	No
Med26_C	PF15693.8	Mediator complex subunit 26 C-terminal	183	No
Med26_M	PF15694.8	Mediator complex subunit 26 middle domain	255	No
PHD	PF00628.32	PHD-finger	52	No
PG_isomerase_N	PF18353.4	Phosphoglucose isomerase N-terminal domain	112	No
PI3K_C2	PF00792.27	Phosphoinositide 3-kinase C2	140	No
Med3	PF11593.11	Mediator complex subunit 3 fungal	398	No
PI_PP_C	PF18365.4	Phosphoinositide phosphatase C-terminal domain	125	No
PHD_2	PF13831.9	PHD-finger	36	No
Med4	PF10018.12	Vitamin-D-receptor interacting Mediator subunit 4	194	No
Med5	PF08689.13	Mediator complex subunit Med5	1082	No
PIRT	PF15099.9	Phosphoinositide-interacting protein family	128	No
Med7	PF05983.14	MED7 protein	193	No
Med8	PF10232.12	Mediator of RNA polymerase II transcription complex subunit 8	231	No
PHD_4	PF16866.8	PHD-finger	68	No
MEDS	PF14417.9	"MEDS: MEthanogen/methylotroph, DcmR Sensory domain"	161	No
zf-HC5HC2H	PF13771.9	PHD-like zinc-binding domain	90	No
Phenol_monoox	PF04663.15	Phenol hydroxylase conserved region	66	No
Mei4	PF13971.9	Meiosis-specific protein Mei4	339	No
Mei5	PF10376.12	Double-strand recombination repair protein	206	No
Phospholip_A2_1	PF00068.22	Phospholipase A2	111	No
MEIOC	PF15189.9	Meiosis-specific coiled-coil domain-containing protein MEIOC	166	No
Phenol_hyd_sub	PF06099.14	Phenol hydroxylase subunit	57	No
MIT_C	PF16565.8	Phospholipase D-like domain at C-terminus of MIT	141	No
PSMalpha	PF17063.8	Phenol-soluble modulin alpha peptide family	21	Yes
PEMT	PF04191.16	Phospholipid methyltransferase	105	No
MEKK4_N	PF19431.2	MEKK4 N-terminal	1208	No
PMI_typeI_cat	PF20511.1	"Phosphomannose isomerase type I, catalytic domain"	144	No
PSMbeta	PF05480.14	Phenol-soluble modulin beta protein	43	Yes
Melibiase	PF02065.21	Melibiase	347	No
Melibiase_2	PF16499.8	Alpha galactosidase A	284	No
PSMdelta	PF19693.2	Phenol-soluble modulin delta protein	22	No
PaaB	PF06243.14	Phenylacetic acid degradation B	89	No
Phe_ZIP	PF08916.14	Phenylalanine zipper	57	No
Phenyl_P_gamma	PF09662.13	Phenylphosphate carboxylase gamma subunit (Phenyl_P_gamma)	83	No
PaO	PF08417.15	Pheophorbide a oxygenase	88	No
Membralin	PF09746.12	Tumour-associated protein	389	No
P-mevalo_kinase	PF04275.17	Phosphomevalonate kinase	114	No
Memo	PF01875.20	Memo-like protein	271	No
MeMO_Hyd_G	PF02964.19	"Methane monooxygenase, hydrolase gamma chain"	161	No
Mem_trans	PF03547.21	Membrane transport protein	387	No
Menin	PF05053.16	Menin	680	No
MENTAL	PF10457.12	Cholesterol-capturing domain	179	No
PhnG	PF06754.15	Phosphonate metabolism protein PhnG	142	No
Mer2	PF09074.13	Mer2	193	No
GARS_N	PF02844.18	"Phosphoribosylglycinamide synthetase, N domain"	100	No
PID	PF00640.26	Phosphotyrosine interaction domain (PTB/PID)	140	No
PheRS_DBD1	PF18552.4	PheRS DNA binding domain 1	59	No
Merozoite_SPAM	PF07133.14	Merozoite surface protein (SPAM)	176	No
PheRS_DBD2	PF18554.4	PheRS DNA binding domain 2	33	No
PheRS_DBD3	PF18553.4	PheRS DNA binding domain 3	60	No
PhetRS_B1	PF18262.4	Phe-tRNA synthetase beta subunit B1 domain	83	No
Scaffolding_pro	PF11418.11	Phi29 scaffolding protein	99	No
PP1	PF07430.14	Phloem filament protein PP1 cystatin-like domain	78	No
PTB	PF08416.16	Phosphotyrosine-binding domain	131	No
Mesd	PF10185.12	Chaperone for wingless signalling and trafficking of LDL receptor	155	No
Mesothelin	PF06060.15	Pre-pro-megakaryocyte potentiating factor precursor (Mesothelin)	624	No
MesX	PF08908.14	Putative oxygenase MesX	323	No
Phostensin	PF13914.9	Phostensin PP1-binding and SH3-binding region	142	No
Metalloenzyme	PF01676.21	Metalloenzyme superfamily	248	No
Metallopep	PF12044.11	Putative peptidase family	429	No
Metallophos	PF00149.31	Calcineurin-like phosphoesterase	205	No
MetallophosC	PF16370.8	C terminal of Calcineurin-like phosphoesterase	163	No
YjdM	PF03831.17	PhnA domain	69	No
Metallophos_2	PF12850.10	Calcineurin-like phosphoesterase superfamily domain	160	No
Metallophos_3	PF14582.9	"Metallophosphoesterase, calcineurin superfamily"	257	No
YjdM_Zn_Ribbon	PF08274.15	PhnA Zinc-Ribbon	30	No
PhoD_N	PF16655.8	"PhoD-like phosphatase, N-terminal domain"	90	No
C1_1	PF00130.25	Phorbol esters/diacylglycerol binding domain (C1 domain)	53	No
PMAIP1	PF15150.9	Phorbol-12-myristate-13-acetate-induced	54	No
PTAC	PF06130.15	Phosphate propanoyltransferase	67	No
PhoR	PF11808.11	Phosphate regulon sensor protein PhoR	86	No
PIG-Y	PF15159.9	Phosphatidylinositol N-acetylglucosaminyltransferase subunit Y	70	No
Pfk_N	PF18468.4	Phosphofructokinase N-terminal domain yeast	98	No
PGM_PMM_IV	PF00408.23	"Phosphoglucomutase/phosphomannomutase, C-terminal domain"	74	No
HD_assoc	PF13286.9	Phosphohydrolase-associated domain	91	No
PI_PP_I	PF18363.4	Phosphoinositide phosphatase insertion domain	97	No
Metal_CEHH	PF14455.9	Predicted metal binding domain	176	No
Metal_hydrol	PF10118.12	Predicted metal-dependent hydrolase	244	No
DUF3464	PF11947.11	Photosynthesis affected mutant 68	150	No
Metaviral_G	PF09595.13	Metaviral_G glycoprotein	183	No
Methuselah_N	PF06652.15	Methuselah N-terminus	178	No
Methylase_S	PF01420.22	Type I restriction modification DNA specificity domain	168	No
EF-hand_like	PF09279.14	"Phosphoinositide-specific phospholipase C, efhand-like"	86	No
MethyltransfD12	PF02086.18	D12 class N6 adenine-specific DNA methyltransferase	260	No
Methyltransf_10	PF05971.15	RNA methyltransferase	299	No
Phospholamban	PF04272.17	Phospholamban	52	No
Phospholip_A2_2	PF05826.15	Phospholipase A2	97	No
PLA2_inh	PF02988.18	Phospholipase A2 inhibitor	83	No
Methyltransf_14	PF08484.14	C-methyltransferase C-terminal domain	160	No
Methyltransf_15	PF09445.13	RNA cap guanine-N2 methyltransferase	165	No
Methyltransf_16	PF10294.12	Lysine methyltransferase	174	No
Methyltransf_17	PF12692.10	S-adenosyl-L-methionine methyltransferase	160	No
Methyltransf_18	PF12847.10	Methyltransferase domain	151	No
Methyltransf_19	PF04672.15	S-adenosyl methyltransferase	268	No
Phospholip_A2_4	PF08398.13	Phospholipase A2-like domain	83	No
Methyltransf_2	PF00891.21	O-methyltransferase domain	210	No
Methyltransf_20	PF12147.11	Putative methyltransferase	309	No
Methyltransf_21	PF05050.15	Methyltransferase FkbM domain	173	No
Methyltransf_22	PF13383.9	Methyltransferase domain	252	No
Methyltransf_23	PF13489.9	Methyltransferase domain	165	No
PRCH	PF03967.16	"Photosynthetic reaction centre, H-chain N-terminal region"	132	No
PLDc	PF00614.25	Phospholipase D Active site motif	28	No
Methyltransf_28	PF02636.20	Putative S-adenosyl-L-methionine-dependent methyltransferase	263	No
Methyltransf_29	PF03141.19	Putative S-adenosyl-L-methionine-dependent methyltransferase	506	No
Methyltransf_3	PF01596.20	O-methyltransferase	204	No
PsaN	PF05479.14	Photosystem I reaction centre subunit N (PSAN or PSI-N)	132	No
Methyltransf_31	PF13847.9	Methyltransferase domain	152	No
Methyltransf_32	PF13679.9	Methyltransferase domain	158	No
Methyltransf_33	PF10017.12	"Histidine-specific methyltransferase, SAM-dependent"	309	No
Methyltransf_34	PF11312.11	Putative SAM-dependent methyltransferase	306	No
Methyltransf_35	PF20553.1	Putative O-methyltransferase	311	No
Methyltransf_4	PF02390.20	Putative methyltransferase	173	No
Methyltransf_5	PF01795.22	MraW methylase family	309	No
Methyltransf_7	PF03492.18	SAM dependent carboxyl methyltransferase	334	No
Methyltransf_8	PF05148.18	Hypothetical methyltransferase	219	No
Methyltransf_9	PF08003.14	Protein of unknown function (DUF1698)	315	No
PSI_PsaH	PF03244.17	Photosystem I reaction centre subunit VI	139	No
Methyltransf_PK	PF05891.15	AdoMet dependent proline di-methyltransferase	218	No
Methyltrans_Mon	PF14314.9	Virus-capping methyltransferase	685	No
Methyltrans_RNA	PF04452.17	RNA methyltransferase domain	166	No
Methyltrans_SAM	PF10672.12	S-adenosylmethionine-dependent methyltransferase	286	No
Methyltrn_RNA_2	PF04013.15	Putative SAM-dependent RNA methyltransferase	198	No
Methyltrn_RNA_3	PF02598.20	Putative RNA methyltransferase	308	No
Methyltrn_RNA_4	PF09936.12	SAM-dependent RNA methyltransferase	182	No
Methyltr_RsmB-F	PF01189.20	16S rRNA methyltransferase RsmB/F	200	No
PLD_C	PF12357.11	Phospholipase D C terminal	72	No
PLDc_N	PF13396.9	Phospholipase_D-nuclease N-terminal	42	No
Meth_synt_1	PF08267.15	"Cobalamin-independent synthase, N-terminal domain"	313	No
Meth_synt_2	PF01717.21	"Cobalamin-independent synthase, Catalytic domain"	324	No
PhoLip_ATPase_N	PF16209.8	Phospholipid-translocating ATPase N-terminal	67	No
PsaL	PF02605.18	Photosystem I reaction centre subunit XI	150	No
PMI_typeI_C	PF01238.24	Phosphomannose isomerase type I C-terminal	48	No
