#Name	Accession	Description	Length	Related
CytB-hydogenase	TIGR02125.1	Ni/Fe-hydrogenase, b-type cytochrome subunit	212	No
phgtail_TP901_1	TIGR02126.1	phage major tail protein, TP901-1 family	135	No
hisA_euk	TIGR02129.1	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	255	No
dapB_plant	TIGR02130.1	dihydrodipicolinate reductase	275	No
RPI_actino	TIGR02133.1	ribose-5-phosphate isomerase	148	No
transald_staph	TIGR02134.1	transaldolase	236	No
HSK-PSP	TIGR02137.1	bifunctional phosphoserine phosphatase/homoserine phosphotransferase ThrH	203	No
permease_CysT	TIGR02139.1	sulfate ABC transporter permease subunit CysT	265	No
permease_CysW	TIGR02140.1	sulfate ABC transporter permease subunit CysW	261	No
modC_ABC	TIGR02142.1	molybdenum ABC transporter ATP-binding protein	353	No
Fib_succ_major	TIGR02145.1	FISUMP domain-containing protein	176	No
Fsuc_second	TIGR02147.1	TIGR02147 family protein	272	No
glgA_Coryne	TIGR02149.1	glycogen synthase	391	No
PA_CoA_ligase	TIGR02155.1	phenylacetate--CoA ligase	422	No
PA_CoA_Oxy2	TIGR02157.1	1,2-phenylacetyl-CoA epoxidase subunit B	90	No
PA_CoA_Oxy4	TIGR02159.1	phenylacetate-CoA oxygenase subunit PaaJ	146	No
PA_CoA_Oxy5	TIGR02160.1	phenylacetate-CoA oxygenase/reductase subunit PaaK	352	No
dmsA_ynfE	TIGR02166.1	anaerobic dimethyl sulfoxide reductase, A subunit, DmsA/YnfE family (Provisional)	794	No
Liste_lipo_26	TIGR02167.1	bacterial surface protein 26-residue repeat (Provisional)	26	No
pyruv_ox_red	TIGR02176.1	pyruvate:ferredoxin (flavodoxin) oxidoreductase	1167	No
GRX_euk	TIGR02180.1	glutaredoxin	84	No
GlrX-dom	TIGR02190.1	glutaredoxin-family domain (Provisional)	79	No
heptsyl_trn_I	TIGR02193.1	lipopolysaccharide heptosyltransferase I	320	No
GlrX_NrdH	TIGR02194.1	glutaredoxin-like protein NrdH	72	No
heptsyl_trn_II	TIGR02195.1	lipopolysaccharide heptosyltransferase II	339	No
rfaE_dom_I	TIGR02198.1	D-glycero-beta-D-manno-heptose-7-phosphate kinase	315	No
GlrX_actino	TIGR02200.1	mycoredoxin	77	No
MsbA_lipidA	TIGR02203.1	lipid A export permease/ATP-binding protein MsbA	572	No
MsbA_rel	TIGR02204.1	ABC transporter, permease/ATP-binding protein (Provisional)	576	No
intg_mem_TP0381	TIGR02206.1	TIGR02206 family membrane protein	222	No
ftsL_broad	TIGR02209.1	cell division protein FtsL	85	No
rodA_shape	TIGR02210.1	rod shape-determining protein RodA	357	No
lolCE	TIGR02212.1	lipoprotein-releasing ABC transporter permease subunit	411	No
phage_chp_gp8	TIGR02215.1	phage conserved hypothetical protein, phiE125 gp8 family (Provisional)	188	No
chp_TIGR02217	TIGR02217.1	TIGR02217 family protein	210	No
phg_TIGR02218	TIGR02218.1	phage conserved hypothetical protein BR0599 (Provisional)	266	No
phage_NlpC_fam	TIGR02219.1	putative phage cell wall peptidase, NlpC/P60 family (Provisional)	134	No
phg_TIGR02220	TIGR02220.1	phage conserved hypothetical protein, C-terminal domain (Provisional)	77	No
recomb_XerC	TIGR02224.1	tyrosine recombinase XerC	295	No
recomb_XerD	TIGR02225.1	site-specific tyrosine recombinase XerD	290	No
caa3_sub_IV	TIGR02229.1	caa(3)-type oxidase, subunit IV (Provisional)	92	No
myxo_disulf_rpt	TIGR02232.1	cysteine-rich acidic repeat	38	No
PHA_depoly_arom	TIGR02240.1	poly(3-hydroxyalkanoate) depolymerase	276	No
HAD-IG-Ncltidse	TIGR02244.1	HAD-IG family 5'-nucleotidase	343	No
HAD-1A3-hyp	TIGR02247.1	epoxide hydrolase N-terminal domain-like phosphatase (Provisional)	211	No
integrase_gron	TIGR02249.1	integron integrase	315	No
DREG-2	TIGR02252.1	HAD hydrolase, REG-2-like, family IA (Provisional)	203	No
YjjG_YfnB	TIGR02254.1	YjjG family noncanonical pyrimidine nucleotidase	223	No
16S_RimM	TIGR02273.1	ribosome maturation factor RimM	166	No
DHB_AMP_lig	TIGR02275.1	(2,3-dihydroxybenzoyl)adenylate synthase	526	No
PaaX_trns_reg	TIGR02277.1	phenylacetic acid degradation operon negative regulatory protein PaaX	279	No
PaaN-DH	TIGR02278.1	phenylacetic acid degradation bifunctional protein PaaZ	664	No
MltB	TIGR02282.1	lytic murein transglycosylase B	290	No
MltB_2	TIGR02283.1	lytic murein transglycosylase	300	No
TIGR02284	TIGR02284.1	PA2169 family four-helix-bundle protein	139	No
TIGR02285	TIGR02285.1	TIGR02285 family protein	268	No
PaaN_2	TIGR02288.1	phenylacetic acid degradation protein PaaN	551	No
M3_not_pepF	TIGR02289.1	M3 family oligoendopeptidase	549	No
rimK_rel_E_lig	TIGR02291.1	alpha-L-glutamate ligase-like protein	317	No
TAS_TIGR02293	TIGR02293.1	putative toxin-antitoxin system antitoxin component, TIGR02293 family (Provisional)	133	No
nickel_nikA	TIGR02294.1	nickel ABC transporter substrate-binding protein	501	No
HpaE	TIGR02299.1	5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase	488	No
FYDLN_acid	TIGR02300.1	TIGR02300 family protein	129	No
TIGR02301	TIGR02301.1	TIGR02301 family protein	121	No
HpaG-C-term	TIGR02303.1	4-hydroxyphenylacetate degradation bifunctional isomerase/decarboxylase, C-terminal subunit (Provisional)	245	No
aden_form_hyp	TIGR02304.1	putative adenylate-forming enzyme (Provisional)	430	No
RNA_lig_DRB0094	TIGR02306.1	RNA ligase (ATP)	341	No
RNA_lig_RNL2	TIGR02307.1	RNA ligase, Rnl2 family	326	No
RNA_lig_T4_1	TIGR02308.1	T4 RnlA family RNA ligase	373	No
HpaB-1	TIGR02309.1	4-hydroxyphenylacetate 3-monooxygenase, oxygenase component	477	No
HpaI	TIGR02311.1	4-hydroxy-2-oxoheptanedioate aldolase	249	No
HpaH	TIGR02312.1	2-oxo-hepta-3-ene-1,7-dioic acid hydratase	267	No
HpaI-NOT-DapA	TIGR02313.1	2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase	294	No
phosphono_phnM	TIGR02318.1	phosphonate metabolism protein PhnM	376	No
Pphn_pyruv_hyd	TIGR02321.1	phosphonopyruvate hydrolase	290	No
phosphon_PhnN	TIGR02322.1	phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN	179	No
CP_lyasePhnK	TIGR02323.1	phosphonate C-P lyase system protein PhnK	239	No
CP_lyasePhnL	TIGR02324.1	phosphonate C-P lyase system protein PhnL	224	No
C_P_lyase_phnF	TIGR02325.1	phosphonate metabolism transcriptional regulator PhnF	238	No
transamin_PhnW	TIGR02326.1	2-aminoethylphosphonate--pyruvate transaminase	363	No
int_mem_ywzB	TIGR02327.1	DUF1146 family protein	68	Yes
TIGR02328	TIGR02328.1	TIGR02328 family protein	120	No
prpD	TIGR02330.1	2-methylcitrate dehydratase	468	No
2met_isocit_dHY	TIGR02333.1	Fe/S-dependent 2-methylisocitrate dehydratase AcnD	858	No
prpF	TIGR02334.1	2-methylaconitate cis-trans isomerase PrpF	390	No
hydr_PhnA	TIGR02335.1	phosphonoacetate hydrolase	408	No
TIGR02336	TIGR02336.1	1,3-beta-galactosyl-N-acetylhexosamine phosphorylase	719	No
thiH	TIGR02351.2	2-iminoacetate synthase ThiH	364	No
thiamin_ThiO	TIGR02352.1	glycine oxidase ThiO	351	No
NRPS_term_dom	TIGR02353.1	non-ribosomal peptide synthetase terminal domain of unknown function (Provisional)	695	No
adenyl_thiF	TIGR02356.1	thiazole biosynthesis adenylyltransferase ThiF	203	No
ECF_ThiT_YuaJ	TIGR02357.1	energy-coupled thiamine transporter ThiT	183	No
thiW	TIGR02359.1	energy coupling factor transporter S component ThiW	160	No
pbenz_hydroxyl	TIGR02360.1	4-hydroxybenzoate 3-monooxygenase	390	No
dhaK1b	TIGR02362.1	DhaKLM operon coactivator DhaQ	326	No
DHAK_reg	TIGR02366.1	dihydroxyacetone kinase transcriptional activator DhaS	176	No
4_coum_CoA_lig	TIGR02372.1	4-coumarate--CoA ligase	386	No
photo_yellow	TIGR02373.1	photoactive yellow protein	124	No
nitri_red_nirB	TIGR02374.1	nitrite reductase large subunit NirB	794	No
pseudoazurin	TIGR02375.1	pseudoazurin	116	No
MocE_fam_FeS	TIGR02377.1	MocE family 2Fe-2S type ferredoxin	101	No
nirD_assim_sml	TIGR02378.1	nitrite reductase small subunit NirD	105	No
ECA_wecE	TIGR02379.1	dTDP-4-amino-4,6-dideoxy-D-glucose transaminase	376	No
RelB_DinJ	TIGR02384.1	type II toxin-antitoxin system RelB/DinJ family antitoxin	85	No
rpoC_TIGR	TIGR02386.1	DNA-directed RNA polymerase subunit beta'	1147	No
rpoC2_cyan	TIGR02388.1	DNA-directed RNA polymerase subunit beta''	1230	No
rpoH_proteo	TIGR02392.1	RNA polymerase sigma factor RpoH	270	No
RpoD_Cterm	TIGR02393.1	RNA polymerase sigma factor RpoD	238	No
rpoN_sigma	TIGR02395.1	RNA polymerase factor sigma-54	434	No
dnaX_nterm	TIGR02397.1	DNA polymerase III subunit gamma/tau	355	No
gluc_glyc_Psyn	TIGR02398.1	glucosylglycerol-phosphate synthase	487	No
salt_tol_Pase	TIGR02399.1	glucosylglycerol 3-phosphatase	389	No
trehalose_OtsA	TIGR02400.1	alpha,alpha-trehalose-phosphate synthase (UDP-forming)	456	No
trehalose_treC	TIGR02403.1	alpha,alpha-phosphotrehalase	544	No
trehalos_R_Bsub	TIGR02404.1	trehalose operon repressor	233	No
carnitine_TMLD	TIGR02410.1	trimethyllysine dioxygenase	362	No
pepN_strep_liv	TIGR02412.1	aminopeptidase N	832	No
pepN_proteo	TIGR02414.1	aminopeptidase N	868	No
23BDH	TIGR02415.1	acetoin reductase	254	No
acolac_catab	TIGR02418.1	acetolactate synthase AlsS	539	No
dksA	TIGR02420.1	RNA polymerase-binding protein DksA	110	No
QEGLA	TIGR02421.1	flavohemoglobin expression-modulating QEGLA motif protein	368	No
protocat_beta	TIGR02422.1	protocatechuate 3,4-dioxygenase subunit beta	220	No
protocat_alph	TIGR02423.1	protocatechuate 3,4-dioxygenase subunit alpha	193	No
decarb_PcaC	TIGR02425.1	4-carboxymuconolactone decarboxylase	123	No
protocat_pcaB	TIGR02426.1	3-carboxy-cis,cis-muconate cycloisomerase	338	No
protocat_pcaD	TIGR02427.1	3-oxoadipate enol-lactonase	251	No
pcaJ_scoB_fam	TIGR02428.1	3-oxoacid CoA-transferase subunit B	207	No
pcaI_scoA_fam	TIGR02429.1	3-oxoacid CoA-transferase subunit A	222	No
pcaF	TIGR02430.1	3-oxoadipyl-CoA thiolase	400	No
pcaR_pcaU	TIGR02431.1	beta-ketoadipate pathway transcriptional regulators, PcaR/PcaU/PobR family (Provisional)	248	No
lysidine_TilS_N	TIGR02432.1	tRNA lysidine(34) synthetase TilS	189	No
lysidine_TilS_C	TIGR02433.1	tRNA lysidine(34) synthetase TilS	47	No
CobF	TIGR02434.1	precorrin-6A synthase (deacetylating)	250	No
CobG	TIGR02435.1	precorrin-3B synthase	388	No
catechol_proteo	TIGR02439.1	catechol 1,2-dioxygenase	285	No
TIGR02444	TIGR02444.1	TIGR02444 family protein	116	No
yiiD_Cterm	TIGR02447.1	putative thioesterase domain (Provisional)	138	No
TIGR02449	TIGR02449.1	TIGR02449 family protein	65	No
TIGR02450	TIGR02450.1	TIGR02450 family Trp-rich protein	61	No
TIGR02452	TIGR02452.1	TIGR02452 family protein	266	No
TIGR02453	TIGR02453.1	TIGR02453 family protein	218	No
TreS_stutzeri	TIGR02455.1	maltose alpha-D-glucosyltransferase	689	No
TreS_Cterm	TIGR02457.1	putative maltokinase	529	No
chlorocat_1_2	TIGR02465.1	chlorocatechol 1,2-dioxygenase	246	No
TIGR02466	TIGR02466.1	TIGR02466 family protein	201	No
sucr_synth	TIGR02470.1	sucrose synthase	784	No
sucr_syn_bact_C	TIGR02471.1	sucrose-phosphate synthase, sucrose phosphatase-like domain (Provisional)	236	No
sucr_P_syn_N	TIGR02472.1	sucrose-phosphate synthase, putative, glycosyltransferase domain (Provisional)	439	No
flagell_FliJ	TIGR02473.1	flagellar export protein FliJ	141	No
pec_lyase	TIGR02474.1	pectate lyase	295	No
CobW	TIGR02475.1	cobalamin biosynthesis protein CobW	342	No
PFKA_PPi	TIGR02477.1	diphosphate--fructose-6-phosphate 1-phosphotransferase	539	No
6PF1K_euk	TIGR02478.1	6-phosphofructokinase	744	No
FliA_WhiG	TIGR02479.1	FliA/WhiG family RNA polymerase sigma factor	224	No
fliN	TIGR02480.1	flagellar motor switch protein FliN	77	No
PFKA_ATP	TIGR02482.1	6-phosphofructokinase	301	No
CitB	TIGR02484.1	tricarballylate utilization 4Fe-4S protein TcuB	372	No
flgG_G_neg	TIGR02488.1	flagellar basal-body rod protein FlgG	259	No
flgF	TIGR02490.1	flagellar basal-body rod protein FlgF	218	No
NrdG	TIGR02491.1	anaerobic ribonucleoside-triphosphate reductase activating protein	154	No
flgK_ends	TIGR02492.1	flagellar hook-associated protein FlgK	437	No
PFLA	TIGR02493.1	pyruvate formate-lyase-activating protein	235	No
PFLE_PFLC	TIGR02494.1	glycyl-radical enzyme activating protein	293	No
HrpE_YscL_not	TIGR02499.1	type III secretion system stator protein SctL	166	No
type_III_yscD	TIGR02500.1	type III secretion system inner membrane ring subunit SctD	413	No
RTPR	TIGR02505.1	ribonucleoside-triphosphate reductase, adenosylcobalamin-dependent	724	No
FeFe_hydrog_A	TIGR02512.1	[FeFe] hydrogenase, group A	375	No
IV_pilus_PilQ	TIGR02515.1	type IV pilus secretin PilQ	428	No
type_II_gspD	TIGR02517.1	type II secretion system secretin GspD	600	No
EutH_ACDH	TIGR02518.1	acetaldehyde dehydrogenase (acetylating)	488	No
pilus_MshL	TIGR02519.1	pilus (MSHA type) biogenesis protein MshL	290	No
type_IV_pilW	TIGR02521.1	type IV pilus biogenesis/stability protein PilW	234	No
pilus_cpaD	TIGR02522.1	CpaD family pilus assembly lipoprotein	198	No
type_IV_pilV	TIGR02523.1	type IV pilus modification protein PilV	139	No
EutP	TIGR02528.1	EutP/PduV family microcompartment system protein	142	No
EutJ	TIGR02529.1	ethanolamine utilization protein EutJ family protein (Provisional)	239	No
flg_new	TIGR02530.1	flagellar operon protein (Provisional)	96	No
yecD_yerC	TIGR02531.1	YerC/YecD family TrpR-related protein	88	No
IV_pilin_GFxxxE	TIGR02532.1	prepilin-type N-terminal cleavage/methylation domain-containing protein	24	No
type_II_gspE	TIGR02533.1	type II secretion system ATPase GspE	486	No
mucon_cyclo	TIGR02534.1	muconate/chloromuconate family cycloisomerase	368	No
eut_hyp	TIGR02536.1	TIGR02536 family ethanolamine utilization protein	207	No
type_IV_pilB	TIGR02538.1	type IV-A pilus assembly ATPase PilB	564	No
flagell_FlgJ	TIGR02541.1	flagellar assembly peptidoglycan hydrolase FlgJ	294	No
III_secr_YscJ	TIGR02544.1	type III secretion inner membrane ring lipoprotein SctJ	193	No
III_secr_ATP	TIGR02546.1	type III secretion system ATPase SctN	423	No
flagell_flgL	TIGR02550.1	flagellar hook-associated protein FlgL	387	No
SpaO_YscQ	TIGR02551.1	type III secretion system cytoplasmic ring protein SctQ	300	No
LcrH_SycD	TIGR02552.1	SycD/LcrH family type III secretion system chaperone	136	No
cas3_yersinia	TIGR02562.1	type I-F CRISPR-associated helicase Cas3f	1110	No
cas_Csy4	TIGR02563.1	type I-F CRISPR-associated endoribonuclease Cas6/Csy4	184	No
cas_Csy1	TIGR02564.1	type I-F CRISPR-associated protein Csy1	385	No
cas_Csy2	TIGR02565.1	type I-F CRISPR-associated protein Csy2	296	No
cas_Csy3	TIGR02566.1	type I-F CRISPR-associated protein Csy3	341	No
LcrE	TIGR02568.1	type III secretion system gatekeeper subunit SctW	241	No
stabl_TIGR02574	TIGR02574.1	putative addiction module component, TIGR02574 family (Provisional)	65	No
cas_NE0113	TIGR02584.1	CRISPR-associated ring nuclease Csm6	209	No
cas5_cmx5_devS	TIGR02586.1	type I-MYXAN CRISPR-associated protein Cas5/Cmx5/DevS	183	No
TIGR02587	TIGR02587.1	TIGR02587 family membrane protein	271	No
TIGR02588	TIGR02588.1	TIGR02588 family protein	122	No
TIGR02594	TIGR02594.1	TIGR02594 family protein	132	No
PEP_exosort	TIGR02595.1	PEP-CTERM sorting domain-containing protein	24	No
autotrns_rpt	TIGR02601.1	beta strand repeat protein	32	No
CxxCH_TIGR02603	TIGR02603.1	putative heme-binding domain (Provisional)	134	No
antidote_CC2985	TIGR02606.1	type II toxin-antitoxin system ParD family antitoxin	70	No
antidote_HigA	TIGR02607.1	HigA family addiction module antitoxin	81	No
doc_partner	TIGR02609.1	putative addiction module antidote (Provisional)	74	No
PHA_gran_rgn	TIGR02610.1	putative polyhydroxyalkanoic acid system protein (Provisional)	91	No
TIGR02611	TIGR02611.1	TIGR02611 family protein	121	No
mob_myst_A	TIGR02612.1	mobile mystery protein A	150	No
mob_myst_B	TIGR02613.1	mobile mystery protein B	186	No
ftsW	TIGR02614.1	putative lipid II flippase FtsW	357	No
tyr_phenol_ly	TIGR02618.1	tyrosine phenol-lyase	450	No
cas3_GSU0051	TIGR02621.1	type I-U CRISPR-associated helicase/endonuclease Cas3	864	No
rhamnu_1P_ald	TIGR02624.1	rhamnulose-1-phosphate aldolase	270	No
YiiL_rotase	TIGR02625.1	L-rhamnose mutarotase	102	No
rhamnulo_kin	TIGR02627.1	rhamnulokinase	454	No
L_rham_iso_rhiz	TIGR02629.1	L-rhamnose catabolism isomerase	412	No
xylA_Arthro	TIGR02631.1	xylose isomerase	382	No
RhaD_aldol-ADH	TIGR02632.1	bifunctional rhamnulose-1-phosphate aldolase/short-chain dehydrogenase	676	No
xylF	TIGR02634.1	D-xylose ABC transporter substrate-binding protein	302	No
RhaI_grampos	TIGR02635.1	L-rhamnose isomerase	378	No
galM_Leloir	TIGR02636.1	galactose-1-epimerase	336	No
RhaS	TIGR02637.1	rhamnose ABC transporter substrate-binding protein	302	No
lactal_redase	TIGR02638.1	lactaldehyde reductase	379	No
ClpA	TIGR02639.1	ATP-dependent Clp protease ATP-binding subunit ClpA	734	No
gvpC_cyan_rpt	TIGR02641.1	gas vesicle protein GvpC	33	No
Y_phosphoryl	TIGR02644.1	pyrimidine-nucleoside phosphorylase	417	No
circ_KaiC	TIGR02655.1	circadian clock protein KaiC	484	No
cyanin_plasto	TIGR02656.1	plastocyanin	99	No
MauD	TIGR02661.1	methylamine dehydrogenase accessory protein MauD	189	No
dinitro_DRAG	TIGR02662.1	ADP-ribosyl-[dinitrogen reductase] hydrolase	287	No
nifX	TIGR02663.1	nitrogen fixation protein NifX	119	No
nitr_red_assoc	TIGR02664.1	nitrate reductase maturation protein NarM	145	No
molyb_mobA	TIGR02665.1	molybdenum cofactor guanylyltransferase	186	No
moaB_proteo	TIGR02667.1	molybdenum cofactor biosynthesis protein B	163	No
SpoIID_LytB	TIGR02669.1	SpoIID/LytB domain-containing protein	270	No
cas_csx8	TIGR02670.1	type I CRISPR-associated protein Cas8a1/Csx8	441	No
FtsE	TIGR02673.1	cell division ATP-binding protein FtsE	214	No
cas_cyan_RAMP_2	TIGR02674.1	CRISPR-associated RAMP protein Csx10	402	No
tape_meas_nterm	TIGR02675.1	tape measure protein	75	No
TIGR02677	TIGR02677.1	TIGR02677 family protein	494	No
TIGR02678	TIGR02678.1	TIGR02678 family protein	376	No
TIGR02679	TIGR02679.1	TIGR02679 family protein	382	No
TIGR02680	TIGR02680.1	TIGR02680 family protein	1356	No
phage_pRha	TIGR02681.1	phage regulatory protein, Rha family (Provisional)	108	No
upstrm_HI1419	TIGR02683.1	putative addiction module killer protein (Provisional)	95	No
relax_trwC	TIGR02686.1	conjugative relaxase	286	No
resist_ArsH	TIGR02690.1	arsenical resistance protein ArsH	219	No
arsC_pI258_fam	TIGR02691.1	arsenate reductase (thioredoxin)	129	No
tRNA_CCA_actino	TIGR02692.1	CCA tRNA nucleotidyltransferase	466	No
azurin	TIGR02695.1	azurin	125	No
CopY_TcrY	TIGR02698.1	CopY/TcrY family copper transport repressor	130	No
shell_carb_anhy	TIGR02701.1	carboxysome shell carbonic anhydrase	450	No
carboxysome_A	TIGR02703.1	carboxysome peptide A	80	No
carboxysome_B	TIGR02704.1	carboxysome peptide B	80	No
P_butyryltrans	TIGR02706.1	phosphate butyryltransferase	294	No
butyr_kinase	TIGR02707.1	butyrate kinase	351	No
urea_carbox	TIGR02712.1	urea carboxylase	1201	No
amido_AtzD_TrzD	TIGR02714.1	ring-opening amidohydrolase	366	No
amido_AtzE	TIGR02715.1	AtzE family amidohydrolase	452	No
C20_methyl_CrtF	TIGR02716.1	C-20 methyltransferase BchU	306	No
lp_	TIGR02722.1	penicillin-binding protein activator LpoB	189	No
spore_gerQ	TIGR02728.1	spore coat protein GerQ	82	No
Obg_CgtA	TIGR02729.1	Obg family GTPase CgtA	329	No
purC_vibrio	TIGR02735.1	phosphoribosylaminoimidazolesuccinocarboxamide synthase	365	No
ccoG_rdxA_fixG	TIGR02745.1	cytochrome c oxidase accessory protein CcoG	435	No
sodN	TIGR02753.1	superoxide dismutase, Ni	145	No
sod_Ni_protease	TIGR02754.1	nickel-type superoxide dismutase maturation protease	90	No
TIGR02757	TIGR02757.1	TIGR02757 family protein	229	No
TraL_TIGR	TIGR02762.1	type IV conjugative transfer system protein TraL	95	No
TraA_Ti	TIGR02768.1	Ti-type conjugative transfer relaxase TraA	751	No
nickel_nikE	TIGR02769.1	nickel import ATP-binding protein NikE	265	No
nickel_nikD	TIGR02770.1	nickel import ATP-binding protein NikD	230	No
TraF_Ti	TIGR02771.1	conjugative transfer signal peptidase TraF	171	No
TrbG_Ti	TIGR02775.1	P-type conjugative transfer protein TrbG	206	No
TrbJ_Ti	TIGR02780.1	P-type conjugative transfer protein TrbJ	253	No
TrbB_P	TIGR02782.1	P-type conjugative transfer ATPase TrbB	303	No
TrbL_P	TIGR02783.1	P-type conjugative transfer protein TrbL	298	No
addA_alphas	TIGR02784.1	double-strand break repair helicase AddA	1138	No
addB_alphas	TIGR02786.1	double-strand break repair protein AddB	1024	No
VirB11	TIGR02788.1	P-type DNA transfer ATPase VirB11	308	No
nickel_nikB	TIGR02789.1	nickel ABC transporter permease subunit NikB	314	No
nickel_nikC	TIGR02790.1	nickel ABC transporter permease subunit NikC	258	No
VirB5	TIGR02791.1	P-type DNA transfer protein VirB5	220	No
PCA_ligA	TIGR02792.1	protocatechuate 4,5-dioxygenase subunit alpha	117	No
tolA_full	TIGR02794.1	cell envelope integrity protein TolA	362	No
tol_pal_ybgF	TIGR02795.1	tol-pal system protein YbgF	119	No
tolQ	TIGR02796.1	protein TolQ	216	No
ligK_PcmE	TIGR02798.1	4-carboxy-4-hydroxy-2-oxoadipate aldolase/oxaloacetate decarboxylase	222	No
propeller_TolB	TIGR02800.1	Tol-Pal system beta propeller repeat protein TolB	418	No
tolR	TIGR02801.1	protein TolR	129	No
Pal_lipo	TIGR02802.1	peptidoglycan-associated lipoprotein Pal	104	No
cas6_cmx6	TIGR02807.1	type I-MYXAN CRISPR-associated protein Cas6/Cmx6	197	No
